TransactionID,CustomerID,CustomerDOB,CustGender,CustLocation,CustAccountBalance,TransactionDate,TransactionTime,TransactionAmount (INR)
T7289,C2727135,12-07-1990,M,BATHINDA,524131.6,25-09-2016,201414,2451
T7290,C4073282,1/1/1800,M,DEHRADUN,8114.96,25-09-2016,201415,155.75
T7291,C8626729,05-09-1993,M,KOZHIKODE,25275.29,25-09-2016,193638,598
T7292,C7528126,11-11-1970,M,NAVI MUMBAI,27025.63,25-09-2016,194454,3419
T7293,C6426137,nan,M,COIMBATORE,34694.11,25-09-2016,194508,2898
T7294,C5689428,15-07-1967,M,FARIDABAD,29441.86,25-09-2016,194735,500
T7295,C4730978,05-09-1993,M,AMBALA,785.13,26-09-2016,221842,6
T7296,C4418147,27-08-1980,M,KOLHAPUR,86776.06,25-09-2016,211548,360
T7297,C2435659,25-06-1965,M,PALWAL,19284.72,25-09-2016,211556,2000
T7298,C1872583,10-10-1990,F,MUMBAI,188.85,25-09-2016,211605,475
T7299,C3338930,11-07-1981,M,BANGALORE,1201.25,25-09-2016,211620,477
T7300,C2927550,06-05-1987,F,BANGALORE,28829.12,25-09-2016,212131,982
T7301,C4536277,30-01-1989,F,JAIPUR,1326.48,25-09-2016,212131,9
T7302,C1552161,15-12-1978,M,JAMSHEDPUR,18379.57,25-09-2016,212906,1089
T7303,C8119859,06-02-1992,M,THANE,238.54,25-09-2016,212336,700
T7304,C2246437,19-08-1992,M,BANGALORE,14104.61,25-09-2016,205055,175
T7305,C6342916,10-06-1987,M,USGAO,3552.7,25-09-2016,195519,380
T7306,C5538620,22-10-1982,M,HOOGHLY,4492.45,25-09-2016,195520,110
T7307,C1515539,1/1/1800,M,BANGALORE,266380.93,25-09-2016,195520,560
T7308,C3139644,09-11-1989,M,NEW DELHI,65.52,25-09-2016,195011,5099
T7309,C6234490,22-08-1985,F,DELHI,0.11,25-09-2016,191559,58
T7310,C2128433,02-03-1997,F,DELHI,5105.33,25-09-2016,201600,290
T7311,C4328742,15-11-1992,M,CHENNAI,28009.65,25-09-2016,201603,1802
T7312,C3535990,13-04-1979,M,MUMBAI,15469.93,25-09-2016,201604,3195
T7313,C7517120,09-10-1979,M,PUNE,8390.73,25-09-2016,201655,66.44
T7314,C3836170,14-01-1984,M,GURGAON,20706.61,25-09-2016,200936,733
T7315,C8514438,24-08-1968,M,REWARI,43754.59,25-09-2016,193715,2147.24
T7316,C8715675,10-05-1986,M,GURGAON,214117.14,25-09-2016,203720,210
T7317,C1634048,01-08-1957,M,FARIDABAD,8930.77,25-09-2016,203656,10000
T7318,C5147123,16-04-1994,M,JHANSI,288.32,25-09-2016,204944,25
T7319,C1120637,28-08-1989,M,BANGALORE,22330.78,25-09-2016,204948,624
T7320,C6730856,26-04-1988,F,MUMBAI,790940.37,25-09-2016,204010,976
T7321,C1733521,30-10-1994,M,SURAT,10518.12,25-09-2016,204012,250
T7322,C5440035,13-06-1986,M,MUMBAI,46476.29,25-09-2016,204305,200
T7323,C4591531,27-05-1993,M,DELHI,61895.27,26-09-2016,210957,245
T7324,C4125033,17-02-1984,M,JHAJJAR,25721.73,25-09-2016,221743,300
T7325,C5025449,25-07-1990,M,RAIGARH (CHHATTISGARH),4651.46,25-09-2016,221947,1716.5
T7326,C3130753,24-12-1957,M,JUBAILI IND CITY,277487.7,25-09-2016,202740,2092
T7327,C8119060,14-06-1977,M,HYDERABAD,667.95,25-09-2016,203513,445
T7328,C5430652,02-10-1967,M,NAVI MUMBAI,72612.53,25-09-2016,203521,3700.26
T7329,C4446275,25-06-1990,F,DELHI,100902.9,25-09-2016,193627,499
T7330,C6335687,11-06-1986,M,SHIMLA,45263.27,25-09-2016,202611,1415
T7331,C8482869,27-07-1988,M,JAIPUR,27545.49,25-09-2016,202846,3395
T7332,C8213872,26-09-1979,F,DELHI,136.98,25-09-2016,203121,1
T7333,C7132168,23-02-1959,M,ALLAHABAD,130082.2,25-09-2016,201219,5196
T7334,C2324861,22-01-1985,M,THANE,23850.57,25-09-2016,203915,2420
T7335,C4066368,15-07-1995,M,HOSUR,2951.02,25-09-2016,204208,42
T7336,C6343472,02-02-1991,M,DHULE,9742.67,25-09-2016,203805,937
T7337,C8799062,16-12-1989,M,AHMEDABAD,87.79,25-09-2016,204048,1243
T7338,C6720878,06-11-1991,M,NOIDA,26766.87,25-09-2016,202923,145
T7339,C3624244,23-06-1991,M,LUDHIANA,0.71,25-09-2016,202926,53
T7340,C4022085,01-06-1994,M,SURAT,2346.5,26-09-2016,213613,290
T7341,C5124041,13-01-1979,M,NEW DELHI,0,26-09-2016,212055,200
T7342,C2239789,27-01-1985,F,TERMINAL 2 WADALA EAST MUMBAI,3400.14,26-09-2016,211716,1354
T7343,C8038518,26-06-1982,M,DELHI,79093.64,26-09-2016,211956,9983
T7344,C6617836,01-07-1989,M,RAIGARH CG RAIGARH,48.66,25-09-2016,202820,1180.8
T7345,C3329922,16-06-1986,M,HYDERABAD,2371.73,25-09-2016,80111,1.95
T7346,C3076086,28-03-1983,M,NASHIK,405988.15,25-09-2016,203115,200
T7347,C2925424,31-07-1987,F,KARNAL,5055.55,25-09-2016,203354,800
T7348,C7240760,1/1/1800,M,GANDHINAGAR,149063.54,25-09-2016,204001,4298
T7349,C7325548,10-10-1994,F,TIRUPUR,38654.36,25-09-2016,204003,231
T7350,C4921648,01-03-1981,F,MUMBAI,19278.78,25-09-2016,204006,899
T7351,C1012767,28-10-1983,F,THANE,53531.42,25-09-2016,204304,1950
T7352,C3730922,23-09-1980,F,MUMBAI,122947.56,25-09-2016,202359,2099
T7353,C1223447,11-11-1985,M,UTTAR DINAJPUR,22924.73,25-09-2016,203900,290
T7354,C4828744,23-10-1986,M,THIRUVALLUR,7986.16,25-09-2016,203528,258
T7355,C6627115,20-12-1995,M,BANGALORE,4050.57,25-09-2016,204124,258
T7356,C1826955,12-07-1992,M,BHIMTAL,46058.15,25-09-2016,200510,101
T7357,C5525122,07-04-1993,M,DELHI,14638.95,26-09-2016,211823,230
T7358,C5779617,25-08-1994,M,MUMBAI,20364.14,26-09-2016,212644,802
T7359,C3023892,29-05-1989,F,DELHI,64762.5,26-09-2016,224947,100
T7360,C3040331,26-09-1989,M,NOIDA,168367.3,26-09-2016,225441,7293
T7361,C2034328,02-12-1988,M,BAMBOLIM,399.54,25-09-2016,224619,30
T7362,C6435190,27-11-1996,M,BANGALORE,4680.86,25-09-2016,225048,50
T7363,C5085630,16-08-1989,M,RANCHI,304952.02,25-09-2016,225050,513.12
T7364,C6235855,03-07-1986,M,TRICHY,44648.49,25-09-2016,225103,500
T7365,C7811570,10-10-1987,M,VAPI,32643.76,25-09-2016,221319,199
T7366,C1519552,23-09-1986,M,AHMED NAGAR,88310.5,25-09-2016,222312,77.3
T7367,C4519663,13-05-1991,M,ERNAKULAM,52800.92,25-09-2016,214338,1054
T7368,C7134873,23-11-1980,M,ANDHERI (E) MUMBAI,30518.43,25-09-2016,214406,190
T7369,C7711464,01-06-1992,M,DELHI,3168.81,25-09-2016,214911,100
T7370,C6233643,31-08-1989,M,MUMBAI,364640.41,25-09-2016,214923,1700.6
T7371,C7924216,20-01-1969,M,VISAKHAPATNAM,5199.86,25-09-2016,220818,13
T7372,C2640360,03-07-1978,M,MUMBAI,17237.09,25-09-2016,221045,945
T7373,C4813586,16-06-1994,M,MUMBAI,35234.38,25-09-2016,220830,500
T7374,C6529318,02-03-1997,F,GURGAON,8576.92,25-09-2016,214903,200
T7375,C2220688,03-04-1982,M,MUMBAI,1484,25-09-2016,210449,140
T7376,C5027973,27-12-1971,M,BANGALORE,81961.33,25-09-2016,211612,253
T7377,C2124635,10-12-1988,M,SURAT,54090.11,25-09-2016,211612,1684
T7378,C8713251,05-09-1973,M,GURGAON,42533.87,25-09-2016,211721,358
T7379,C4741164,06-03-1989,M,MUMBAI,128969.33,25-09-2016,211821,1000
T7380,C1530941,18-03-1989,M,GREATER NOIDA,2203.84,26-09-2016,211920,346
T7381,C4853464,05-08-1987,M,PUNE,156233.65,26-09-2016,212808,749
T7382,C5815622,28-02-1977,M,NAVI MUMBAI,566.02,26-09-2016,212810,320
T7383,C3329633,07-02-1993,M,BANGALORE,1389.97,26-09-2016,212953,1344
T7384,C6610376,18-07-1984,M,CHENNAI,11106.34,26-09-2016,213102,246
T7385,C8932784,31-05-1989,M,BANGALORE,16436.09,25-09-2016,222744,50
T7386,C8438745,30-05-1988,M,CHENNAI,19983.59,25-09-2016,222745,600
T7387,C7627376,12-09-1986,M,GHAZIABAD,11444.74,27-09-2016,194234,130.37
T7388,C5836334,25-10-1973,F,TRIVANDRUM,20434.67,27-09-2016,193752,243
T7389,C7929817,31-08-1992,M,LUDHIANA,22178.09,27-09-2016,193959,44
T7390,C4934171,21-08-1994,F,PRAKASAM,3.5,22-09-2016,135420,30
T7391,C7017085,13-02-1987,M,KOLHAPUR,362.96,22-09-2016,111942,1
T7392,C7135869,20-12-1987,M,NOIDA,3460.3,22-09-2016,131953,204.8
T7393,C3129690,1/1/1800,M,JEWELLERS HYDERABAD,539837.41,22-09-2016,131954,1168
T7394,C1619258,28-03-1995,F,DELHI,6518.49,22-09-2016,132116,251.29
T7395,C5061684,10-10-1991,M,BANGALORE,156.24,22-09-2016,132116,600
T7396,C1037947,28-11-1975,M,BANGALORE,265.15,22-09-2016,132353,415
T7397,C6630865,02-01-1991,M,ALWAR,6.51,27-09-2016,195140,10
T7398,C2529236,30-03-1983,M,DELHI,322964.06,27-09-2016,194409,191
T7399,C7715661,06-09-1964,F,BANGALORE,6379.07,27-09-2016,194432,652
T7400,C7021887,11-07-1986,M,VISAKHAPATNAM,6331.91,27-09-2016,193007,380
T7401,C7228512,22-07-1990,F,NEW DELHI,137145.93,22-09-2016,141045,11050
T7402,C3191319,19-05-1990,F,BANGALORE,12968.01,22-09-2016,130522,315
T7403,C5722353,22-11-1990,M,MALAPPURAM,308.4,22-09-2016,131411,1524.92
T7404,C7836959,18-03-1994,M,CHENNAI,140678.53,22-09-2016,130639,180
T7405,C4542035,15-02-1958,F,GUWAHATI,888064.16,22-09-2016,135528,479.84
T7406,C1930274,20-10-1989,M,AHMEDABAD,13913.45,22-09-2016,113259,1845
T7407,C7822018,25-10-1988,M,SONIPAT,24971.12,22-09-2016,110331,364
T7408,C5526727,15-05-1966,M,MUMBAI,397.33,22-09-2016,132808,2900
T7409,C7630516,1/1/1800,M,MUMBAI,202.14,22-09-2016,132808,321.32
T7410,C6226576,1/1/1800,M,BANGALORE,160091.21,22-09-2016,132809,550
T7411,C5216773,19-11-1973,M,GURGAON,237306.4,22-09-2016,132920,632
T7412,C1422283,14-06-1990,M,MUMBAI,336.84,22-09-2016,132924,2129
T7413,C7593859,25-03-1982,M,MAPUSA,16251.38,27-09-2016,191001,1000
T7414,C2622269,08-08-1984,M,AHMEDABAD,42082.56,27-09-2016,191146,799
T7415,C2551132,13-11-1981,F,GURGAON,69267.74,27-09-2016,191721,2700
T7416,C8317287,12-07-1943,F,DEHRADUN,159314.68,27-09-2016,191528,825
T7417,C6228227,24-04-1984,F,NEW DELHI,25959.43,27-09-2016,191718,165
T7418,C3129720,04-11-1990,M,MUMBAI,3570.57,27-09-2016,182749,20000
T7419,C7831445,11-06-1992,F,BANGALORE,0.04,22-09-2016,130918,10
T7420,C7191058,13-10-1991,M,GANGANAGAR,26869.05,22-09-2016,125219,76
T7421,C4616465,16-09-1991,F,RANGA REDDY,261,22-09-2016,130237,677
T7422,C4233371,15-08-1973,M,BANGALORE,263638.36,22-09-2016,130404,3930
T7423,C8531421,15-05-1989,M,HUBLI,3254.68,22-09-2016,125430,396
T7424,C1322163,17-11-1989,F,BANGALORE,14018.8,22-09-2016,112459,600
T7425,C6119463,11-05-1983,M,BARDDHAMAN,2254.43,22-09-2016,135212,500
T7426,C5318386,25-12-1976,F,CHENNAI,29608.71,22-09-2016,124632,900
T7427,C5159871,14-11-1993,M,HARIDWAR,12721.36,22-09-2016,135521,500
T7428,C1942177,26-11-1993,M,HYDERABAD,9796.62,27-09-2016,191713,30
T7429,C8925789,04-03-1991,M,VILUPPURAM,11780,22-09-2016,130814,1499
T7430,C2835290,02-01-1975,M,GURGAON,26697.57,22-09-2016,125832,1527.01
T7431,C3032747,09-03-1986,F,NEW DELHI,21.94,22-09-2016,135822,4298
T7432,C3124247,01-10-1977,M,KOLKATA,247033.44,22-09-2016,124509,1510
T7433,C1916853,19-12-1969,M,FARIDABAD,63735.66,22-09-2016,124223,7050
T7434,C6127850,20-10-1992,F,SBS NAGAR,18006.53,22-09-2016,124248,3898
T7435,C4549119,07-03-1994,M,BANGALORE,18710.59,27-09-2016,192103,104
T7436,C8722138,23-11-1981,F,MARGAO SALCETE,11784.39,22-09-2016,125953,1000
T7437,C3826080,1/1/1800,M,VIHAR METRO STATION NEW DELHI,22184.71,22-09-2016,130149,855
T7438,C7713465,10-07-1971,M,VISAKHAPATNAM,271195.28,22-09-2016,140026,25
T7439,C8035779,03-08-1989,M,BANGALORE,544.54,22-09-2016,140026,328
T7440,C6618249,09-09-1990,M,MUMBAI,546.17,22-09-2016,140026,355.6
T7441,C5114687,27-01-1994,M,DELHI,39227.8,22-09-2016,140154,1609
T7442,C4038892,21-12-1965,M,AHMEDABAD,4884.73,22-09-2016,131518,5999
T7443,C8938849,01-04-1983,M,GURGAON,237211.54,22-09-2016,134734,3736
T7444,C7915412,25-02-1989,M,MUMBAI,121466.34,22-09-2016,124846,729
T7445,C5327642,15-08-1996,M,GOPALGANJ,922.51,22-09-2016,123218,50
T7446,C8129851,1/1/1800,M,REWARI (HARYANA),19706.12,22-09-2016,123431,500
T7447,C8517883,24-10-1987,M,HYDERABAD,485.89,22-09-2016,123743,100
T7448,C7214127,24-11-1990,M,BENGALURU,196013.57,27-09-2016,192259,4360
T7449,C5681289,24-05-1980,M,BHAVNAGAR,95500.48,27-09-2016,190257,40
T7450,C1027375,10-12-1989,M,BANGALORE,15735.53,27-09-2016,190319,400
T7451,C3311019,27-12-1988,F,UNA,3723.89,22-09-2016,140322,11396
T7452,C2417841,13-09-1978,M,NAGPUR,24984.42,22-09-2016,140334,200
T7453,C7715149,04-01-1988,M,BANGALORE,83922.74,22-09-2016,140708,108
T7454,C5586256,25-11-1983,M,MUMBAI,161000.07,22-09-2016,140617,200
T7455,C2813549,24-09-1979,F,NOIDA,112985.41,22-09-2016,135211,3197
T7456,C3916844,15-03-1985,M,KOLKATA,97.44,22-09-2016,135443,200
T7457,C6047780,1/1/1800,M,SECTORE 50 GURGAON,3191328.03,22-09-2016,135703,1550
T7458,C8138782,1/1/1800,F,ANDHERI W MUMBAI,393.87,22-09-2016,135435,499
T7459,C8826680,19-02-1976,M,GURGAON,509570.9,22-09-2016,140751,2371
T7460,C3426680,01-06-1988,M,GHAZIABAD,48976.86,22-09-2016,140917,209.01
T7461,C1540080,11-01-1993,F,NEW DELHI,30552.98,22-09-2016,130659,50
T7462,C4728062,27-11-1990,M,MUMBAI,2512.77,22-09-2016,135650,10
T7463,C5435274,01-04-1995,M,MUMBAI,5522.24,22-09-2016,135821,111
T7464,C8569743,01-01-1987,M,NEW DELHI,31369.74,22-09-2016,114133,808
T7465,C1937455,29-01-1989,F,MUMBAI,28011.79,22-09-2016,140023,776.8
T7466,C2282984,26-07-1975,M,PARGANAS TWENTY FOUR PARGANAS,5348.48,22-09-2016,140112,42.6
T7467,C4135769,03-08-1989,M,BANGALORE,544.54,22-09-2016,140530,298
T7468,C7729511,23-10-1983,M,DELHI,0,22-09-2016,135034,650
T7469,C7126038,23-03-1980,M,TEZPUR,48087.64,27-09-2016,185705,3427
T7470,C5185887,27-09-1961,M,AGRA,22622.21,27-09-2016,185726,14390
T7471,C5235973,02-02-1992,M,MUMBAI,13605.33,27-09-2016,185913,7000
T7472,C5490834,11-08-1989,F,NEW DELHI,56926.19,22-09-2016,140910,25
T7473,C9033539,10-01-1986,F,DELHI,3894.61,22-09-2016,133432,250
T7474,C8922583,15-05-1998,M,TIRUCHIRAPPALLI,1747.74,22-09-2016,133255,20
T7475,C4339621,02-05-1994,M,TIRUVANNAMALAI,19000.82,22-09-2016,133210,43
T7476,C7925022,31-03-1982,M,RANAGHAT,57.18,25-09-2016,204031,482
T7477,C6612146,21-06-1954,F,NEW DELHI,47428.52,25-09-2016,204409,3253
T7478,C3348148,01-09-1982,F,JAIPUR,17282.44,25-09-2016,204533,1904
T7479,C5169220,17-03-1977,M,MUMBAI,10849.69,26-09-2016,213723,500
T7480,C8529056,09-01-1989,M,NOTTINGHAM,186.35,26-09-2016,215002,599
T7481,C6918055,20-02-1995,M,JAIPUR,877.87,26-09-2016,220949,300
T7482,C1983645,17-07-1987,M,DINDIGUL DT,19203,26-09-2016,220949,108
T7483,C1312644,25-10-1988,M,MUMBAI,322464.11,26-09-2016,220950,300
T7484,C1534325,26-09-1985,M,NAMAKKAL,135799.31,26-09-2016,221020,513
T7485,C1963138,23-04-1987,M,MUMBAI,9639.68,26-09-2016,211332,5251.77
T7486,C2817616,11-05-1991,M,CHANDIGARH,526456.6,25-09-2016,204819,599
T7487,C6438519,12-03-1971,F,BANGALORE,28936.75,25-09-2016,202412,476
T7488,C3873215,25-07-1988,M,PUNE,9974.34,25-09-2016,202641,419
T7489,C7710244,21-10-1992,F,NOIDA,1758.52,25-09-2016,202643,11
T7490,C4831029,03-05-1969,M,CHENNAI,8595.29,25-09-2016,202648,1025
T7491,C3895540,04-02-1989,M,MUMBAI,0,25-09-2016,204438,1244.9
T7492,C5213843,01-04-1988,M,MUMBAI,64669.7,25-09-2016,204438,112
T7493,C8631686,16-09-1986,M,DELHI,28783.76,25-09-2016,204443,768
T7494,C1731971,nan,M,DELHI,2271635.2,25-09-2016,164856,70
T7495,C5115558,07-08-1984,F,PANCHKULA,80454.92,25-09-2016,203000,1603
T7496,C1718030,1/1/1800,M,WAYS PANCHKUVA AHMEDABAD,143.07,26-09-2016,204654,3450
T7497,C4133832,30-09-1991,M,KOLKATA,34047.25,26-09-2016,203547,729
T7498,C2638838,05-07-1991,M,AHMEDABAD,1803.16,26-09-2016,203549,433.9
T7499,C6028075,12-07-1985,M,MUMBAI,111596.27,26-09-2016,203832,2573.16
T7500,C7340874,nan,M,NEW DELHI,69365,26-09-2016,203906,450
T7501,C8925924,01-12-1990,F,SABARKANTHA MEGHRAJ,17294.04,26-09-2016,204105,193
T7502,C4225260,14-12-1986,M,CHENNAI,239.93,26-09-2016,204338,200
T7503,C1433420,03-02-1989,M,SONEPAT,288721.78,26-09-2016,204340,86
T7504,C3825349,09-06-1987,F,NEW DELHI,299545.96,26-09-2016,204150,1104.15
T7505,C6917211,18-03-1938,M,RAJKOT,172795.32,26-09-2016,204431,20
T7506,C5037829,27-05-1987,F,MUMBAI,30915.53,25-09-2016,204652,1420
T7507,C2356538,1/1/1800,M,GANDHIDHAM,319.73,25-09-2016,204744,1000
T7508,C7915444,26-10-1984,F,KOLKATA,9236.11,25-09-2016,204951,1113.01
T7509,C1467678,1/1/1800,M,NASHIK,16627.01,25-09-2016,205023,200
T7510,C6050558,12-01-1978,M,MUMBAI,10599.83,25-09-2016,200516,1094
T7511,C1672915,02-04-1966,F,NEW DELHI,28039.96,25-09-2016,200348,20000
T7512,C2839682,24-07-1996,M,DELHI,12257.31,26-09-2016,211638,200
T7513,C7818767,14-06-1988,M,CHENNAI,1485.03,26-09-2016,211734,675
T7514,C6842828,08-06-1990,M,KARIMNAGAR,184.86,26-09-2016,211823,1550
T7515,C7872736,17-06-1986,M,VISAKHAPATNAM,4146.81,26-09-2016,203948,200
T7516,C9022281,20-09-1991,F,AHMEDABAD,26594.96,26-09-2016,212124,97
T7517,C3228825,09-10-1977,M,MUMBAI,509224.23,26-09-2016,212202,103.41
T7518,C7928131,10-12-1995,M,DASUYA,6702.75,26-09-2016,212655,78
T7519,C5325223,27-01-1988,M,GHAZIABAD,2745.68,26-09-2016,211759,300
T7520,C6723215,25-12-1988,F,KANPUR,119041.51,26-09-2016,211819,177
T7521,C8541534,07-12-1987,F,GURGAON,25672.19,26-09-2016,210213,1088
T7522,C5813416,04-07-1988,F,BAGESHWAR,25670.71,25-09-2016,204353,1504
T7523,C1621970,02-01-1966,M,PANCHKULA,3735597.73,25-09-2016,204528,7271
T7524,C2042514,31-08-1977,M,MORADABAD,157651.27,25-09-2016,204537,5000
T7525,C4312391,26-05-1989,M,HYDERABAD,6301.49,25-09-2016,204703,93
T7526,C7012021,06-07-1990,M,MUMBAI,4.98,25-09-2016,204708,995
T7527,C5213652,10-10-1972,F,CHENNAI,31731.38,25-09-2016,204835,632
T7528,C6937239,27-02-1990,M,DEHRADUN,85667.34,25-09-2016,203040,300
T7529,C9026257,01-03-1985,M,JORHAT,577.61,25-09-2016,203328,118
T7530,C1430931,16-11-1987,F,NOIDA,28106.21,25-09-2016,200427,250
T7531,C7811544,15-12-1979,M,RAIPUR,25694.97,25-09-2016,200336,958
T7532,C2388269,24-09-1972,F,CHENNAI,2873.93,25-09-2016,200529,1042
T7533,C1516168,17-02-1992,F,DELHI,44199.36,25-09-2016,200536,30
T7534,C8981338,1/1/1800,M,GURGAON,299032.75,25-09-2016,204221,3050
T7535,C7212176,10-11-1986,F,JALORE,6661.88,25-09-2016,204224,1685
T7536,C8122951,18-09-1985,M,NEW DELHI,43837.51,25-09-2016,204237,1000
T7537,C2458460,06-10-1994,F,MARG ELPHINSTONE WEST MUMBAI,36195.41,25-09-2016,204429,1087
T7538,C6354721,28-07-1985,M,VERNA,375546.15,25-09-2016,204429,300
T7539,C7315150,10-05-1988,M,BHANDARA,12213.21,25-09-2016,200414,793.35
T7540,C5010788,11-09-1956,M,BANGALORE,958.15,25-09-2016,200415,110
T7541,C4093575,28-03-1991,M,BLOCK BANGALORE,4898.26,26-09-2016,212536,157
T7542,C8811453,15-07-1988,M,VISAKHAPATNAM,52302.23,26-09-2016,212726,2001
T7543,C5022166,08-05-1993,M,WARANGAL,4425.97,26-09-2016,212730,200
T7544,C2937492,31-05-1991,F,KOTTAYAM,108.34,26-09-2016,212933,594
T7545,C2343426,20-08-1995,M,ANAND,13247.15,26-09-2016,210228,1500
T7546,C4022386,13-10-1984,M,MUMBAI,43572.67,26-09-2016,210531,230
T7547,C1011541,21-08-1989,M,AHMEDABAD,230.31,26-09-2016,210545,137.08
T7548,C5064358,31-12-1988,F,KANPUR,33779.17,26-09-2016,210837,498
T7549,C7445063,08-04-1976,M,DERABASSI,21647.17,26-09-2016,210943,1512.75
T7550,C1339258,12-10-1991,M,VAPI,5775.35,25-09-2016,190309,27
T7551,C4937139,04-12-1990,F,RAMGARH,45.49,25-09-2016,190312,245
T7552,C2696279,17-11-1981,M,SURAT,51991.59,25-09-2016,190136,513
T7553,C1330321,08-11-1972,M,BANGALORE,169942.19,25-09-2016,153100,25900
T7554,C4021520,14-01-1986,M,DELHI,28427.02,25-09-2016,200253,1714.93
T7555,C1242621,06-02-1993,F,LUCKNOW,7024.12,25-09-2016,195521,1150
T7556,C6125415,31-01-1988,F,DELHI,47342.54,25-09-2016,195627,1698
T7557,C1020047,12-11-1984,M,FARIDABAD,17502.66,25-09-2016,192159,16
T7558,C6230556,31-07-1994,F,KATRA DISTT REASI,9855.37,25-09-2016,192216,986
T7559,C8316329,30-06-1987,M,GURGAON,4955,25-09-2016,190644,50
T7560,C5637633,17-03-1983,M,PATNA,42787.25,26-09-2016,223230,200
T7561,C5313669,02-07-1986,F,GURGAON,78975.38,26-09-2016,224137,153
T7562,C2384131,24-05-1993,M,SAHNEWAL,13101.05,26-09-2016,210718,2387
T7563,C5740782,25-12-1978,F,BANGALORE,96519.45,26-09-2016,211028,1047
T7564,C7710660,15-10-1976,M,NOIDA,2570.68,26-09-2016,211345,107
T7565,C4840183,31-01-1988,M,BAREILLY,2282.65,26-09-2016,212125,97
T7566,C3320478,25-03-1991,M,GURGAON,12505.43,26-09-2016,211606,50
T7567,C7525175,22-07-1983,F,PATIALA,291134.94,25-09-2016,192011,197
T7568,C3520188,05-05-1971,M,GURGAON,1968442.02,25-09-2016,192009,1650
T7569,C1915364,14-02-1988,M,FIROZABAD,686928.6,25-09-2016,192422,500
T7570,C2428812,12-04-1989,M,GANDHINAGAR,26759.71,25-09-2016,193416,67.54
T7571,C6331913,22-05-1982,F,NEW DELHI,159337.31,25-09-2016,193714,10000
T7572,C5031453,07-09-1978,M,KOLKATA,160279.8,25-09-2016,193716,12064
T7573,C1426251,09-09-1974,M,GURGAON,1399553.98,25-09-2016,193843,300
T7574,C6925769,22-06-1977,F,NEW DELHI,8215.91,25-09-2016,195447,473.9
T7575,C7913824,16-06-1983,M,KOLKATA,134272.46,25-09-2016,195649,1024
T7576,C2529834,03-06-1989,F,CHANDIGARH,658.67,25-09-2016,191315,690
T7577,C7311348,01-02-1985,F,CHANDIGARH,2100.42,25-09-2016,194100,619
T7578,C3326188,28-12-1988,M,GURGAON,7655.17,25-09-2016,194507,120
T7579,C2428426,19-09-1989,M,NEW DELHI,621.48,25-09-2016,194717,605
T7580,C2136666,05-04-1958,F,GURGAON,245389.17,25-09-2016,194941,8894
T7581,C1732664,14-01-1983,M,LUCKNOW,1805.18,25-09-2016,195002,513.33
T7582,C8519824,15-07-1992,F,BANGALORE,11787.31,25-09-2016,195206,604.02
T7583,C8313377,28-02-1992,F,MOGA,14756.99,25-09-2016,190201,1000
T7584,C2016929,1/1/1800,M,ARPORA,28.39,25-09-2016,222745,270
T7585,C7882930,03-08-1994,M,JHANSI,25721.84,25-09-2016,222752,1084
T7586,C2135462,24-04-1971,M,KOLKATA,1127.21,25-09-2016,223430,301
T7587,C2335811,08-12-1988,M,HYDERABAD,0.58,25-09-2016,223900,320
T7588,C1734815,19-09-1987,M,HYDERABAD,46664.77,25-09-2016,223907,100
T7589,C7734650,19-01-1982,M,MUMBAI,98488.71,25-09-2016,222056,1673.5
T7590,C4032174,08-12-1985,M,MUMBAI,19485.57,25-09-2016,212730,280
T7591,C1588663,12-12-1983,F,AMRITSAR,93034.94,25-09-2016,194036,753
T7592,C5441151,05-10-1986,F,NEW DELHI,9339.83,25-09-2016,194037,3298
T7593,C6618872,20-06-1987,M,SRINAGAR,12186.54,25-09-2016,194037,260
T7594,C4731738,01-01-1990,F,BANGALORE,23858.71,25-09-2016,194225,5750
T7595,C5317758,26-09-1991,M,PUNE,25596.45,25-09-2016,194227,585
T7596,C2441751,17-11-1959,M,GANGTOK,26317.05,25-09-2016,195528,8608
T7597,C4725121,24-09-1997,M,AGRA,28437.88,25-09-2016,202105,140
T7598,C7187446,21-08-1990,F,DELHI,11600.85,25-09-2016,201338,696
T7599,C7224079,04-06-1982,M,MUMBAI,304106.23,25-09-2016,201446,4567
T7600,C2247943,08-08-1979,M,NAVI MUMBAI,12230.44,25-09-2016,201450,906
T7601,C6612383,12-09-1994,M,DELHI,,25-09-2016,195332,1577
T7602,C3060450,1/1/1800,M,MUMBAI,98967.97,25-09-2016,223522,300
T7603,C6223374,23-12-1989,M,NASHIK,32700.96,25-09-2016,223523,815
T7604,C2780972,10-02-1994,M,MUMBAI,6.46,25-09-2016,223758,350
T7605,C1655939,24-09-1978,M,THANE,21037.28,25-09-2016,224019,4140
T7606,C1838574,26-02-1985,M,KOLKATA,38637.64,25-09-2016,222856,895
T7607,C3016342,06-12-1973,F,DELHI,204993.11,25-09-2016,222859,1199
T7608,C1723452,19-06-1995,F,CHENNAI,36455.98,25-09-2016,222901,761
T7609,C3249813,05-06-1989,M,NAVI MUMBAI,6.65,25-09-2016,224205,163
T7610,C7866713,04-01-1981,F,MUMBAI,101651.34,25-09-2016,193851,400
T7611,C8319883,12-04-1962,M,THANE -WEST,644089.62,25-09-2016,194251,810
T7612,C8541881,20-05-1983,M,THANE,31984.23,25-09-2016,201756,190
